"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"39",39,"POSTMENOPAUSAL ADVANCED METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, Positive, Positive","AND, AND/OR","Protein Expression and Amplification, Protein Expression, Protein Expression","RIBOCICLIB, TRASTUZUMAB, LETROZOLE","CDK4/CDK6, UNK, UNK","I, II","Advanced, First Line","Progression free survival","NCT03913234","Women with advanced (loco-regionally recurrent or metastatic) breast cancer not amenable for curative therapy","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03913234","DB11730,DB00072,DB01006","44631912, 3001322, 3902","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION AND AMPLIFICATION POSITIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"40",40,"BREAST CANCER (II-IIIB)","ERBB2, ESR1, PGR, Ki67","Negative, Positive, Positive, Positive","AND, AND/OR, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression","LETROZOLE, PALBOCICLIB","UNK, UNK","II","First Line","Difference on Recurrence Score between pre and post-treatment (molecular results) ","NCT03819010","No Metastatic Disease, Patients seperated into two different experimental groups based on Pre Treatment recurrence score 18-25 group and 26-100 group","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03819010","DB01006,DB09073","3902, 11478676","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000148773","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE AND KI67 PROTEIN EXPRESSION POSITIVE","pass"
"41",41,"EARLY STAGE OR LOCALLY ADVANCED BREAST CANCER","ERBB2, ESR1, PGR","Positive, Positive/Negative, Positive/Negative","AND, AND/OR","Protein Expression & Amplification/Protein Expression, Protein Expression, Protein Expression","PYROTINIB, TRASTUZUMAB, DOCETAXEL, CARBOPLATIN","UNK, UNK, UNK, UNK","III","First Line","pCR","NCT03756064","Cannot have Metastatic disease (Stage IV) or inflammatory breast cancer, The target population is women with early breast cancer (stage of T1-4N0-3M0)","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03756064","DB14993,DB00072,DB01248,DB00958","51039030, 3001322, 148124, 56840877","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION & AMPLIFICATION/PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"42",42,"UNRESECTABLE LOCALLY ADVANCED OR METASTATIC  BREAST CANCER","ERBB2","Positive","NA","Protein Expression & Amplification/Protein Expression","COPANLISIB, TRASTUZUMAB EMTANSINE","UNK, UNK","I","Advanced, First Line","To determine the incidence of dose limiting toxicity (DLT) of copanlisib in combination with trastuzumab emtansine within the 1st cycle at each dose level.","NCT04042051","Patients must have unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. first line treatment for advanced disease","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04042051","DB12483,DB05773","135565596, NA","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION & AMPLIFICATION/PROTEIN EXPRESSION POSITIVE","pass"
"43",43,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR, PDL1","Negative, Negative, Negative, Positive","AND, AND, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression","ATEZOLIZUMAB, CAPECITABINE","PDL1, UNK","II","Second Line","5-yr invasive disease-free survival (IDFS) rate","NCT03756298","Patients must have had neoadjuvant chemotherapy followed by surgery; the recommended neoadjuvant treatment should include 16-24 weeks of a third generation chemotherapy regimen as recommended by National Comprehensive Cancer Network (NCCN) guidelines for triple negative breast cancer. Patients who cannot complete all planned treatment cycles for any reason are considered high risk and therefore are eligible for the study if they have residual disease, Patients cannot have metastatic disease","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03756298","DB11595,DB01101","NA, 60953","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000120217","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND PDL1 PROTEIN EXPRESSION POSITIVE","pass"
"44",44,"RELAPSED REFRACTORY METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","ORIN1001, PACLITAXEL","UNK, UNK","I","Advanced, Second Line","To determine the safety of MTD/RP2D of single-agent daily ORIN1001 when administered orally in subjects with advanced solid tumors, To determine the safety MTD/RP2D of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in subjects with relapsed refractory metastatic breast cancer, To evaluate the safety and tolerability of single-agent daily ORIN1001 when administered orally in the dose escalation and expansion stages of the study, To evaluate the safety and tolerability of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in the dose escalation and expansion stages of the study","NCT03950570","must have progressed through at least 2 lines of therapy and for whom there are no available therapies that confer a clinical benefit","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03950570","NA,DB01229","NA, 36314","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"45",45,"RELAPSED REFRACTORY METASTATIC BREAST CANCER","ERBB2, ESR1","Negative, Positive","AND","Protein Expression, Protein Expression","ORIN1001, PACLITAXEL","UNK, UNK","I","Advanced, Second Line","To determine the safety of MTD/RP2D of single-agent daily ORIN1001 when administered orally in subjects with advanced solid tumors, To determine the safety MTD/RP2D of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in subjects with relapsed refractory metastatic breast cancer, To evaluate the safety and tolerability of single-agent daily ORIN1001 when administered orally in the dose escalation and expansion stages of the study, To evaluate the safety and tolerability of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in the dose escalation and expansion stages of the study","NCT03950570","must have progressed through at least 2 lines of therapy and for whom there are no available therapies that confer a clinical benefit","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03950570","NA,DB01229","NA, 36314","ENSG00000141736, ENSG00000091831","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","failed drug"
"46",46,"RELAPSED REFRACTORY METASTATIC BREAST CANCER","MYC","Positive","NA","Mutation","ORIN1001, PACLITAXEL","UNK, UNK","I","Advanced, Second Line","To determine the safety of MTD/RP2D of single-agent daily ORIN1001 when administered orally in subjects with advanced solid tumors, To determine the safety MTD/RP2D of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in subjects with relapsed refractory metastatic breast cancer, To evaluate the safety and tolerability of single-agent daily ORIN1001 when administered orally in the dose escalation and expansion stages of the study, To evaluate the safety and tolerability of daily ORIN1001 when administered orally in combination with paclitaxel given intravenously at 175 mg/m2 once every three weeks in the dose escalation and expansion stages of the study","NCT03950570","must have progressed through at least 2 lines of therapy and for whom there are no available therapies that confer a clinical benefit","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03950570","NA,DB01229","NA, 36314","ENSG00000136997","MONDO_0007254","MYC MUTATION POSITIVE","failed drug"
"47",47,"METASTATIC OR LOCALLY ADVANCED BREAST CANCER","ERBB2, ESR1, ATM, BARD1, BRCA1, BRCA2, BRIP1, CDK12, CHEK1, CHEK2, FANCA, FAND2, FANCL, MRE11A, NBN, PALB2, PPP2R2A, RAD51B, RAD51C, RAD51D, RAD54L, AKT1, FGFR1, FGFR2, FGFR3, PIK3CA","Negative, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive, Positive","AND, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR, AND/OR","Protein Expression, Protein Expression/mutation, mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation,  mutation, mutation, mutation, mutation","DURVALUMAB, OLAPARIB, FULVESTRANT","UNK, UNK, UNK","II","Advanced, Second Line","Progression-free survival rate (PFSR)","NCT04053322","Patients could have received 1 line of endocrine therapy (including CDK4/6 inhibitor, but excluding fulvestrant or mTOR inhibitor) and/or 1 line of chemotherapy in the metastatic setting, Documented personal germline alteration in BRCA1 or BRCA2 that is predicted to be deleterious. Testing may be performed at any time prior to inclusion. Documented personal germline alteration in BRCA1 or BRCA2 that is predicted to be deleterious. Testing may be performed at any time prior to inclusion.OR Deleterious germline or somatic alterations implicated in the HRR pathway (ATM, BARD1, BRCA1, BRCA2, BRIP1, CDK12, CHEK1, CHEK2, FANCA, FAND2, FANCL, MRE11A, NBN, PALB2, PPP2R2A, RAD51B, RAD51C, RAD51D and RAD54L) or in MSI status or other actionable genes (AKT1, ESR1, FGFR1, FGFR2, FGFR3, and PIK3CA) all based on central tumor next generation DNA sequencing performed at screening visit.","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT04053322","DB11714,DB09074,DB00947","NA, 23725625, 104741","ENSG00000141736, ENSG00000091831, ENSG00000149311, ENSG00000138376, ENSG00000012048, ENSG00000139618, ENSG00000136492, ENSG00000167258, ENSG00000149554, ENSG00000183765, ENSG00000187741, NA, ENSG00000115392, ENSG00000020922, ENSG00000104320, ENSG00000083093, ENSG00000221914, ENSG00000182185, ENSG00000108384, ENSG00000185379, ENSG00000085224, ENSG00000142208, ENSG00000077782, ENSG00000066468, ENSG00000068078, ENSG00000121879","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION/MUTATION POSITIVE AND/OR ATM MUTATION POSITIVE AND/OR BARD1 MUTATION POSITIVE AND/OR BRCA1 MUTATION POSITIVE AND/OR BRCA2 MUTATION POSITIVE AND/OR BRIP1 MUTATION POSITIVE AND/OR CDK12 MUTATION POSITIVE AND/OR CHEK1 MUTATION POSITIVE AND/OR CHEK2 MUTATION POSITIVE AND/OR FANCA MUTATION POSITIVE AND/OR FAND2 MUTATION POSITIVE AND/OR FANCL MUTATION POSITIVE AND/OR MRE11A MUTATION POSITIVE AND/OR NBN MUTATION POSITIVE AND/OR PALB2 MUTATION POSITIVE AND/OR PPP2R2A MUTATION POSITIVE AND/OR RAD51B MUTATION POSITIVE AND/OR RAD51C MUTATION POSITIVE AND/OR RAD51D MUTATION POSITIVE AND/OR RAD54L MUTATION POSITIVE AND/OR AKT1 MUTATION POSITIVE AND/OR FGFR1 MUTATION POSITIVE AND/OR FGFR2 MUTATION POSITIVE AND/OR FGFR3 MUTATION POSITIVE AND/OR PIK3CA MUTATION POSITIVE","pass"
"48",48,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, Positive/Negative, Positive/Negative","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","PYROTINIB MALEATE, DOCETAXEL","UNK, UNK","II","Advanced, First Line","Objective Response Rate","NCT03876587","Local recurrent or metastatic breast cancer suitable for chemotherapy, HER2-positive breast cancer(according to 2018 ASCO/CAP HER2 test guideline)","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03876587","NA,DB01248","138115215, 148124","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"49",49,"LOCALLY ADVANCED OR METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","TESETAXEL, CAPECITABINE","UNK, UNK, UNK","II","Advanced, Second Line","ORR Objective Response Rate","NCT03858972","locally advanced breast cancer that is not considered curable by surgery and/or radiation; or (b) metastatic breast cancer","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03858972","DB12019,DB01101","6918574, 60953","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"50",50,"EARLY OR LOCALLY ADVANCED BREAST CANCER (II-III)","ERBB2, ESR1, PGR","Positive, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","PYROTINIB MALEATE, ALBUMIN PACLITAXEL, TRASTUZUMAB","EGFR/ERBB2, UNK, UNK","I, II","First Line","pathologic Complete Response(pCR)","NCT04152057","No patients can have inflammatory breast cancer or metastatic stage IV breast cancer, patients who are hormone receptor positive can have concurrent endocrine treatment","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04152057","NA,NA,DB00072","138115215, NA, 3001322","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"51",51,"METASTATIC MALIGNANT NEOPLASM IN THE CHEST WALL","ERBB2, ESR1, PGR, BRCA1, BRCA2","Positive/Negative, Positive/Negative, Positive/Negative, Negative, Negative","AND/OR, AND/OR, AND, AND","Protein Expression, Protein Expression, Protein Expression, mutation, mutation","OLAPARIB","PARP","I","Advanced, Second Line","Incidence of adverse events","NCT03955640","Patients are also treated using hypothermia","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03955640","DB09074","23725625","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000012048, ENSG00000139618","EFO_1000051","ERBB2 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND/OR ESR1 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE/NEGATIVE AND BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE","pass"
"52",52,"BREAST CANCER STAGE IV","ERBB2, ESR1","Negative, Positive","AND","Protein Expression, Protein Expression","PALBOCICLIB, LETROZOLE","CDK4/CDK6, UNK","UNK","Advanced, First Line","Overall survival rate in patients receiving the letrozole plus palbociclib combination plus locoregional treatment","NCT03870919","Prior therapy for metastatic breast cancer (systemic or local) excludes patients from the trial, After 6 courses of systemic treatment initiation, the loco-regional treatment of the primary tumour will be performed: surgery (conservative or mastectomy) with or without radiotherapy, or radiotherapy, patients who are non-menopausal will be giving a Monthly Luteinizing hormone-releasing hormone (LHRH) analogue, Surgical bilateral oophorectomy is an acceptable option","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03870919","DB09073,DB01006","11478676, 3902","ENSG00000141736, ENSG00000091831","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","pass"
"53",53,"METASTATIC BREAST CANCER","ERBB2","Positive","NA","Protein Expression","PYROTINIB, TRASTUZUMAB, DOCETAXEL","UNK, UNK, UNK","III","Advanced, First Line","PFS Progression Free Survival","NCT03863223","Patients are excluded if they have a history of anti-cancer therapy for MBC（with the exception of one prior hormonal regimen for MBC)","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03863223","DB14993,DB00072,DB01248","51039030, 3001322, 148124","ENSG00000141736","EFO_1000984","ERBB2 PROTEIN EXPRESSION POSITIVE","pass"
"54",54,"METASTATIC OR LOCALLY RECURRENT INOPERABLE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","SACITUZUMAB GOVITECAN","Trop2/SN38/CL2A","III","Advanved, Second Line","Progression-free survival (PFS), Objective (overall) response rate (ORR)","NCT03901339","Active Comparator: Eribulin; Capecitabine; Gemcitabine; Vinorelbine. Patients can start clincial trial after failure of at least 2, and no more than 4, prior chemotherapy regimens for metastatic disease.","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03901339","DB12893","91668186","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"55",55,"EARLY STAGE TRIPLE-NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","NERATINIB, PACLITAXEL, CARBOPLATIN","UNK, UNK, UNK","II","First Line","The percentage of patients experiencing ≥ 20% response to neratinib only therapy, rate of pathologic complete response (pCR)","NCT03812393","T3 or T4 tumors including inflammatory breast cancer are excluded, only patients with  abnormal HER2-driven signaling pathways will be enrolled, determined by Celcuity CELx HSF assay","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03812393","DB11828,DB01229,DB00958","9915743, 36314, 56840877","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"56",56,"LOCOREGIONALLY RECURRENT OR METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","PALBOCICLIB, BOSUTINIB, FULVESTRANT","UNK, UNK, UNK","I","Advanced, Second Line","Toxicity of bosutinib when used in combination with palbociclib and fulvestrant in patients with advanced HR+MBC who are refractory to AI and CDK4/6 inhibitors, Incidence of adverse events of bosutinib when used in combination with palbociclib and fulvestrant in patients with advanced HR+MBC who are refractory to AI and CDK4/6 inhibitors, Grade of adverse events of bosutinib when used in combination with palbociclib and fulvestrant in patients with advanced HR+MBC who are refractory to AI and CDK4/6 inhibitors, Maximum Tolerated Doses (MTD) of palbociclib and bosutinib when used in combination with fulvestrant in patients with advanced HR+MBC who are refractory to AI and CDK4/6 inhibitors, Recommended Phase II Dose (RP2D) of palbociclib and bosutinib when used in combination with fulvestrant in patients with advanced HR+MBC who are refractory to AI and CDK4/6 inhibitors","NCT03854903","patients must be progressive on at least one aromatase inhibitor and one CDK 4/6 inhibitor","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT03854903","DB09073,DB06616,DB00947","11478676, 5328940, 104741","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
